Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[30]     0.0    0.00    0.00   16500         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) (stl_iterator.h:782 @ 508c) [30]
-----------------------------------------------
                0.00    0.00     220/11440       std::vector<int, std::allocator<int> > const* std::__niter_base<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) (stl_iterator.h:987 @ 3b25) [673]
                0.00    0.00   11220/11440       bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) (stl_iterator.h:886 @ 4d59) [255]
[31]     0.0    0.00    0.00   11440         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const (stl_iterator.h:847 @ 436e) [31]
-----------------------------------------------
                0.00    0.00   11102/11102       std::allocator<int>::~allocator() (allocator.h:139 @ 1442) [33]
[32]     0.0    0.00    0.00   11102         __gnu_cxx::new_allocator<int>::~new_allocator() (new_allocator.h:86 @ 14cc) [32]
-----------------------------------------------
                0.00    0.00       1/11102       GOL::GOL(int, int) (GOL.cpp:11 @ 165e) [152]
                0.00    0.00    5550/11102       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) (stl_vector.h:328 @ 4648) [597]
                0.00    0.00    5551/11102       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() (stl_vector.h:81 @ 1382) [48]
[33]     0.0    0.00    0.00   11102         std::allocator<int>::~allocator() (allocator.h:139 @ 1442) [33]
                0.00    0.00   11102/11102       __gnu_cxx::new_allocator<int>::~new_allocator() (new_allocator.h:86 @ 14cc) [32]
-----------------------------------------------
                0.00    0.00   11101/11101       std::allocator<int>::allocator(std::allocator<int> const&) (allocator.h:134 @ 3820) [289]
[34]     0.0    0.00    0.00   11101         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) (new_allocator.h:81 @ 3cce) [34]
-----------------------------------------------
                0.00    0.00    5550/11101       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) (alloc_traits.h:505 @ 5256) [380]
                0.00    0.00    5551/11101       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) (stl_vector.h:93 @ 3056) [342]
[35]     0.0    0.00    0.00   11101         std::allocator<int>::allocator(std::allocator<int> const&) (allocator.h:133 @ 380a) [35]
-----------------------------------------------
                0.00    0.00      50/11100       std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) (stl_uninitialized.h:210 @ 41e0) [424]
                0.00    0.00    5500/11100       std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) (stl_uninitialized.h:83 @ 42f5) [390]
                0.00    0.00    5550/11100       void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) (stl_construct.h:108 @ 12cf) [315]
[36]     0.0    0.00    0.00   11100         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) (move.h:47 @ 1297) [36]
-----------------------------------------------
                0.00    0.00    5500/11050       std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) (vector.tcc:218 @ 40b0) [643]
                0.00    0.00    5550/11050       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) (stl_vector.h:331 @ 46a6) [599]
[37]     0.0    0.00    0.00   11050         std::vector<int, std::allocator<int> >::end() const (stl_vector.h:590 @ 4a12) [37]
-----------------------------------------------
                0.00    0.00    5500/11050       std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) (vector.tcc:218 @ 40b0) [643]
                0.00    0.00    5550/11050       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) (stl_vector.h:331 @ 46a6) [599]
[38]     0.0    0.00    0.00   11050         std::vector<int, std::allocator<int> >::begin() const (stl_vector.h:572 @ 49b8) [38]
-----------------------------------------------
                0.00    0.00   11050/11050       int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) (stl_algobase.h:386 @ 546a) [684]
[39]     0.0    0.00    0.00   11050         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) (stl_algobase.h:357 @ 56e0) [39]
-----------------------------------------------
                0.00    0.00    5500/11050       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_algobase.h:422 @ 50f7) [701]
                0.00    0.00    5550/11050       int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_algobase.h:424 @ 593b) [705]
[40]     0.0    0.00    0.00   11050         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) (stl_algobase.h:375 @ 544c) [40]
-----------------------------------------------
                0.00    0.00    5610/5610        std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) (stl_uninitialized.h:82 @ 42de) [389]
[41]     0.0    0.00    0.00    5610         bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) (stl_iterator.h:883 @ 4d42) [41]
-----------------------------------------------
                0.00    0.00    5551/5551        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) (alloc_traits.h:462 @ 14fb) [379]
[42]     0.0    0.00    0.00    5551         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) (new_allocator.h:116 @ 152e) [42]
-----------------------------------------------
                0.00    0.00    5551/5551        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) (alloc_traits.h:436 @ 3cfd) [381]
[43]     0.0    0.00    0.00    5551         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) (new_allocator.h:99 @ 4578) [43]
                0.00    0.00    5551/5551        __gnu_cxx::new_allocator<int>::max_size() const (new_allocator.h:129 @ 4dca) [44]
-----------------------------------------------
                0.00    0.00    5551/5551        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) (new_allocator.h:99 @ 4578) [43]
[44]     0.0    0.00    0.00    5551         __gnu_cxx::new_allocator<int>::max_size() const (new_allocator.h:129 @ 4dca) [44]
-----------------------------------------------
                0.00    0.00    5551/5551        void std::_Destroy<int*>(int*, int*) (stl_construct.h:137 @ 14b5) [834]
[45]     0.0    0.00    0.00    5551         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) (stl_construct.h:117 @ 1515) [45]
-----------------------------------------------
                0.00    0.00    5551/5551        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) (stl_vector.h:187 @ 30a6) [347]
[46]     0.0    0.00    0.00    5551         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) (stl_vector.h:169 @ 3836) [46]
-----------------------------------------------
                0.00    0.00    5551/5551        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) (stl_vector.h:137 @ 24a1) [357]
[47]     0.0    0.00    0.00    5551         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) (stl_vector.h:92 @ 3040) [47]
-----------------------------------------------
                0.00    0.00    5551/5551        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() (stl_vector.h:163 @ 13eb) [364]
[48]     0.0    0.00    0.00    5551         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() (stl_vector.h:81 @ 1382) [48]
                0.00    0.00    5551/11102       std::allocator<int>::~allocator() (allocator.h:139 @ 1442) [33]
-----------------------------------------------
                0.00    0.00    5551/5551        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() (stl_vector.h:162 @ 13d2) [363]
[49]     0.0    0.00    0.00    5551         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) (stl_vector.h:176 @ 1464) [49]
-----------------------------------------------
                0.00    0.00    5551/5551        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) (stl_vector.h:138 @ 24b4) [358]
[50]     0.0    0.00    0.00    5551         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) (stl_vector.h:185 @ 3090) [50]
-----------------------------------------------
                0.00    0.00       1/5551        std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) (stl_vector.h:297 @ 1f51) [604]
                0.00    0.00    5550/5551        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) (stl_vector.h:328 @ 4648) [597]
[51]     0.0    0.00    0.00    5551         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) (stl_vector.h:136 @ 2486) [51]
-----------------------------------------------
                0.00    0.00    5551/5551        std::vector<int, std::allocator<int> >::~vector() (stl_vector.h:434 @ 1359) [609]
[52]     0.0    0.00    0.00    5551         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() (stl_vector.h:161 @ 13a4) [52]
-----------------------------------------------
                0.00    0.00    5551/5551        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) (stl_vector.h:180 @ 1485) [345]
[53]     0.0    0.00    0.00    5551         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) (alloc_traits.h:461 @ 14e1) [53]
-----------------------------------------------
                0.00    0.00    5551/5551        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) (stl_vector.h:172 @ 384c) [331]
[54]     0.0    0.00    0.00    5551         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) (alloc_traits.h:435 @ 3ce7) [54]
-----------------------------------------------
                0.00    0.00       1/5551        GOL::GOL(int, int) (GOL.cpp:11 @ 165e) [152]
                0.00    0.00    5550/5551        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) (stl_construct.h:98 @ 1328) [838]
[55]     0.0    0.00    0.00    5551         std::vector<int, std::allocator<int> >::~vector() (stl_vector.h:433 @ 1338) [55]
-----------------------------------------------
                0.00    0.00       1/5551        int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) (stl_algobase.h:789 @ 45da) [815]
                0.00    0.00    5550/5551        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_algobase.h:420 @ 58f4) [65]
[56]     0.0    0.00    0.00    5551         int* std::__niter_base<int*>(int*) (stl_algobase.h:277 @ 4de8) [56]
-----------------------------------------------
                0.00    0.00    5551/5551        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) (stl_construct.h:206 @ 142c) [836]
[57]     0.0    0.00    0.00    5551         void std::_Destroy<int*>(int*, int*) (stl_construct.h:127 @ 149f) [57]
-----------------------------------------------
                0.00    0.00    5551/5551        std::vector<int, std::allocator<int> >::~vector() (stl_vector.h:434 @ 1359) [609]
[58]     0.0    0.00    0.00    5551         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) (stl_construct.h:203 @ 1412) [58]
-----------------------------------------------
                0.00    0.00    5550/5550        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) (stl_vector.h:328 @ 4648) [597]
[59]     0.0    0.00    0.00    5550         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) (alloc_traits.h:94 @ 4e4d) [59]
-----------------------------------------------
                0.00    0.00    5550/5550        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) (stl_vector.h:328 @ 4648) [597]
[60]     0.0    0.00    0.00    5550         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const (stl_vector.h:119 @ 489e) [60]
-----------------------------------------------
                0.00    0.00    5550/5550        __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) (alloc_traits.h:95 @ 4e72) [241]
[61]     0.0    0.00    0.00    5550         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) (alloc_traits.h:504 @ 5240) [61]
-----------------------------------------------
                0.00    0.00    5550/5550        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_uninitialized.h:134 @ 528d) [736]
[62]     0.0    0.00    0.00    5550         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_uninitialized.h:99 @ 5506) [62]
-----------------------------------------------
                0.00    0.00    5550/5550        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) (stl_construct.h:75 @ 4cd0) [654]
[63]     0.0    0.00    0.00    5550         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) (stl_vector.h:326 @ 461e) [63]
-----------------------------------------------
                0.00    0.00      50/5550        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) (stl_uninitialized.h:210 @ 41e0) [424]
                0.00    0.00    5500/5550        std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) (stl_uninitialized.h:83 @ 42f5) [390]
[64]     0.0    0.00    0.00    5550         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) (stl_construct.h:74 @ 4cb5) [64]
-----------------------------------------------
                0.00    0.00    5550/5550        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_algobase.h:456 @ 5784) [791]
[65]     0.0    0.00    0.00    5550         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_algobase.h:420 @ 58f4) [65]
                0.00    0.00    5550/5551        int* std::__niter_base<int*>(int*) (stl_algobase.h:277 @ 4de8) [56]
-----------------------------------------------
                0.00    0.00    5550/5550        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) (stl_uninitialized.h:289 @ 4ebd) [760]
[66]     0.0    0.00    0.00    5550         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_uninitialized.h:115 @ 526f) [66]
-----------------------------------------------
                0.00    0.00    5550/5550        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) (stl_vector.h:331 @ 46a6) [599]
[67]     0.0    0.00    0.00    5550         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) (stl_uninitialized.h:287 @ 4e9f) [67]
-----------------------------------------------
                0.00    0.00    5550/5550        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_uninitialized.h:101 @ 5520) [419]
[68]     0.0    0.00    0.00    5550         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) (stl_algobase.h:446 @ 574b) [68]
-----------------------------------------------
                0.00    0.00    5550/5550        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) (stl_construct.h:75 @ 4cd0) [654]
[69]     0.0    0.00    0.00    5550         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) (move.h:73 @ 3126) [69]
-----------------------------------------------
                0.00    0.00    5550/5550        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) (stl_construct.h:108 @ 12cf) [315]
[70]     0.0    0.00    0.00    5550         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) (stl_construct.h:97 @ 1316) [70]
-----------------------------------------------
                0.00    0.00    5550/5550        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) (stl_construct.h:75 @ 4cd0) [654]
[71]     0.0    0.00    0.00    5550         operator new(unsigned long, void*) (new:169 @ 1e84) [71]
-----------------------------------------------
                0.00    0.00    5500/5500        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) (vector.tcc:185 @ 3ebf) [617]
[72]     0.0    0.00    0.00    5500         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_propagate_on_copy_assign() (alloc_traits.h:100 @ 3e82) [72]
-----------------------------------------------
                0.00    0.00    5500/5500        std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) (stl_uninitialized.h:82 @ 431b) [391]
[73]     0.0    0.00    0.00    5500         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() (stl_iterator.h:803 @ 4d84) [73]
-----------------------------------------------
                0.00    0.00    5500/5500        std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) (stl_uninitialized.h:83 @ 42f5) [390]
[74]     0.0    0.00    0.00    5500         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const (stl_iterator.h:795 @ 4dae) [74]
-----------------------------------------------
                0.00    0.00    5500/5500        int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_iterator.h:987 @ 543b) [679]
[75]     0.0    0.00    0.00    5500         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const (stl_iterator.h:847 @ 56c8) [75]
-----------------------------------------------
                0.00    0.00    5500/5500        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) (vector.tcc:204 @ 3faf) [631]
[76]     0.0    0.00    0.00    5500         std::vector<int, std::allocator<int> >::capacity() const (stl_vector.h:750 @ 4988) [76]
-----------------------------------------------
                0.00    0.00    5500/5500        void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_construct.h:138 @ 5190) [827]
[77]     0.0    0.00    0.00    5500         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_construct.h:117 @ 5483) [77]
-----------------------------------------------
                0.00    0.00    5500/5500        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) (vector.tcc:218 @ 40b0) [643]
[78]     0.0    0.00    0.00    5500         std::vector<int, std::allocator<int> >::end() (stl_vector.h:581 @ 4baa) [78]
-----------------------------------------------
                0.00    0.00    5500/5500        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) (vector.tcc:218 @ 40b0) [643]
[79]     0.0    0.00    0.00    5500         std::vector<int, std::allocator<int> >::begin() (stl_vector.h:563 @ 4b0a) [79]
-----------------------------------------------
                0.00    0.00    5500/5500        std::vector<int, std::allocator<int> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*) (stl_algobase.h:324 @ 43ce) [291]
[80]     0.0    0.00    0.00    5500         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) (vector.tcc:179 @ 3e94) [80]
-----------------------------------------------
                0.00    0.00    5500/5500        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_algobase.h:422 @ 50f7) [701]
[81]     0.0    0.00    0.00    5500         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) (stl_iterator.h:986 @ 5429) [81]
-----------------------------------------------
